clc_code,clc_label,code_cultu,area_m2,area_photo,area_agrivol,wavgprice,distance_0,cable_cost_est,protected_zone,eligible_pv,eligible_agri,centroid_lat,centroid_lon
1,Céréales,BTH,263100.0,210480.0,26310.0,7.148550724637682,7645.998625145599,267609.951880096,,True,True,50.9854851109568,2.3155197816580184
25,Cultures permanentes,PTC,262800.0,131400.0,13140.0,7.148550724637682,29961.98484742809,1048669.4696599832,,True,True,50.70830973332911,2.622437188813752
24,Surfaces non agricoles,BTN,259000.0,155400.0,0.0,7.148550724637682,6680.708152906383,233824.7853517234,,True,False,50.920764614667284,2.2858162892475957
25,Cultures permanentes,PTC,254800.0,127400.0,12740.0,7.148550724637682,12966.87105856061,453840.48704962136,,True,True,50.82181702700254,2.311007533315042
1,Céréales,BTH,252600.00000000003,202080.00000000003,25260.000000000004,7.148550724637682,6695.627441172664,234346.96044104322,,True,True,50.99001414240038,2.372193687737501
1,Céréales,BTH,250900.0,200720.0,25090.0,7.148550724637682,25656.78897615665,897987.6141654828,,True,True,50.73533137951123,2.183874951079437
1,Céréales,BTH,250600.0,200480.0,25060.0,7.148550724637682,15563.372910917966,544718.0518821288,,True,True,50.79129386498387,2.3503295425648587
1,Céréales,BTH,248100.0,198480.0,24810.0,7.148550724637682,28564.76829336719,999766.8902678516,,True,True,50.730059983330186,2.124633537584004
1,Céréales,BTH,248000.0,198400.0,24800.0,7.148550724637682,7054.598421924191,246910.9447673467,,True,True,50.968353497366444,2.460217866558451
2,Oléagineux,MIS,246700.00000000003,197360.00000000003,24670.000000000004,7.148550724637682,14197.83509195075,496924.2282182763,,True,True,50.9567061865937,2.578162823697479
1,Céréales,BTH,244700.0,195760.0,24470.0,7.148550724637682,20255.40452471265,708939.1583649428,,True,True,50.973252684701535,2.0991134447715374
5,Sucre,CZH,243700.0,182775.0,19496.0,7.148550724637682,20459.066450983963,716067.3257844386,,True,True,50.839260626833024,2.126289667150888
1,Céréales,BTH,241300.0,193040.0,24130.0,7.148550724637682,23068.872340768507,807410.5319268977,,True,True,50.97776597867505,2.059512222986929
2,Oléagineux,MIS,241000.0,192800.0,24100.0,7.148550724637682,21244.374144262296,743553.0950491803,,True,True,50.76130362327593,2.5220413044878334
18,Semences,PPH,239000.0,179250.0,19120.0,7.148550724637682,17233.905244240286,603186.6835484101,,True,True,50.779399641223364,2.321994652964737
1,Céréales,BTH,236100.0,188880.0,23610.0,7.148550724637682,15334.041475321379,536691.4516362483,,True,True,50.99204127453243,2.575536170032052
25,Cultures permanentes,PTC,236100.0,118050.0,11805.0,7.148550724637682,11550.763076661002,404276.70768313506,,True,True,50.86957146542533,2.5139722489186536
9,Fruits,LIF,234800.0,93920.0,18784.0,7.148550724637682,6511.22231089967,227892.78088148846,,True,True,50.98794624934774,2.393390119002779
5,Sucre,CZH,233800.0,175350.0,18704.0,7.148550724637682,25878.51857652148,905748.1501782518,,True,True,50.72307761866238,2.211364305456284
2,Oléagineux,MIS,230600.0,184480.0,23060.0,7.148550724637682,9133.202975778851,319662.1041522598,,True,True,50.86912686780772,2.292563477124585
25,Cultures permanentes,PTC,229700.0,114850.0,11485.0,7.148550724637682,6735.859114133471,235755.06899467148,,True,True,50.878138670691854,2.3303590081389185
1,Céréales,BTH,227300.0,181840.0,22730.0,7.148550724637682,24637.56480469213,862314.7681642246,,True,True,50.964047499519666,2.032498164755109
3,Protéagineux,ORH,226800.0,181440.0,22680.0,7.148550724637682,9736.559059534831,340779.56708371907,,True,True,50.981157787088435,2.2671854138779715
1,Céréales,BTH,226600.0,181280.0,22660.0,7.148550724637682,20335.22800070295,711732.9800246033,,True,True,50.98210994002466,2.10171231630225
25,Cultures permanentes,CHU,226500.0,113250.0,11325.0,7.148550724637682,18771.806535557556,657013.2287445145,,True,True,50.78600309443122,2.240406276551123
24,Surfaces non agricoles,BTN,226500.0,135900.0,0.0,7.148550724637682,15806.395670930724,553223.8484825754,,True,False,51.03552647089702,2.5312836687436735
1,Céréales,BTH,226100.0,180880.0,22610.0,7.148550724637682,12852.968259759342,449853.889091577,,True,True,51.03648197193744,2.451436290177133
1,Céréales,BTH,225900.0,180720.0,22590.0,7.148550724637682,28108.61585406841,983801.5548923943,,True,True,50.68835883606711,2.2625224231866574
1,Céréales,BTH,224100.0,179280.0,22410.0,7.148550724637682,23820.736382844214,833725.7733995474,,True,True,50.78613472477448,2.6314561665330793
1,Céréales,BTH,223500.0,178800.0,22350.0,7.148550724637682,6428.091191518607,224983.19170315124,,True,True,50.98780372893754,2.378735858537939
24,Surfaces non agricoles,BTN,223200.0,133920.0,0.0,7.148550724637682,24129.486332948218,844532.0216531876,,True,False,50.954204031427295,2.0377591191862443
1,Céréales,BTH,222300.0,177840.0,22230.0,7.148550724637682,27034.156242234305,946195.4684782007,,True,True,50.716904088632226,2.1947179461766644
1,Céréales,BTH,221300.0,177040.0,22130.0,7.148550724637682,28620.061460568853,1001702.1511199098,,True,True,50.68232258805994,2.269189226798964
3,Protéagineux,ORH,221300.0,177040.0,22130.0,7.148550724637682,9769.11489753058,341919.0214135703,,True,True,50.959922401621036,2.248897689069763
25,Cultures permanentes,PTC,218900.0,109450.0,10945.0,7.148550724637682,19815.49476301206,693542.316705422,,True,True,50.878260106379365,2.1095854928938036
1,Céréales,BTH,218700.0,174960.0,21870.0,7.148550724637682,2692.2777938580302,94229.72278503106,,True,True,50.94704575634944,2.407287287581944
25,Cultures permanentes,PTC,218600.0,109300.0,10930.0,7.148550724637682,25638.167935078876,897335.8777277607,,True,True,50.94527958888983,2.014916773320112
1,Céréales,BTH,218500.0,174800.0,21850.0,7.148550724637682,19599.59477277337,685985.8170470679,,True,True,50.753861264837354,2.390496109557287
2,Oléagineux,MIS,217600.00000000003,174080.00000000003,21760.000000000004,7.148550724637682,13124.502361285387,459357.58264498855,,True,True,50.89481447066677,2.5586894349437572
24,Surfaces non agricoles,BTN,217300.0,130380.0,0.0,7.148550724637682,28590.633103751792,1000672.1586313128,,True,False,50.91805661893202,1.9725368269534715
1,Céréales,BTH,216000.0,172800.0,21600.0,7.148550724637682,29023.985598420415,1015839.4959447145,,True,True,50.75571019349276,2.687711635212158
25,Cultures permanentes,PTC,215200.0,107600.0,10760.0,7.148550724637682,8903.199699770736,311611.98949197575,,True,True,50.96959714655828,2.269537038263442
1,Céréales,BTH,214400.0,171520.0,21440.0,7.148550724637682,29716.30885085315,1040070.8097798603,,True,True,50.77824323859778,2.0315466673342306
25,Cultures permanentes,PTC,213200.0,106600.0,10660.0,7.148550724637682,18081.559786152775,632854.5925153472,,True,True,50.87970786522533,2.134778882441489
9,Fruits,LIF,212100.0,84840.0,16968.0,7.148550724637682,16025.595691083636,560895.8491879272,,True,True,51.05794574718167,2.4854010078473574
1,Céréales,BTH,212000.0,169600.0,21200.0,7.148550724637682,8900.543369171704,311519.0179210097,,True,True,50.889481174081126,2.4894793239815094
18,Semences,PPH,211500.0,158625.0,16920.0,7.148550724637682,20408.111863708767,714283.9152298069,,True,True,50.753886213127096,2.2981879173374113
2,Oléagineux,MIS,211500.0,169200.0,21150.0,7.148550724637682,24148.50780814202,845197.7732849708,,True,True,50.71948957854032,2.4645022510119454
1,Céréales,BTH,211000.0,168800.0,21100.0,7.148550724637682,25060.81105092428,877128.3867823498,,True,True,50.95674055997178,2.0248345832424257
1,Céréales,BTH,210400.0,168320.0,21040.0,7.148550724637682,16518.05528974633,578131.9351411216,,True,True,50.9029990492985,2.1482996594288957
25,Cultures permanentes,PTC,209700.0,104850.0,10485.0,7.148550724637682,9171.90510633992,321016.6787218972,,True,True,50.861535176539796,2.3070632713454895
25,Cultures permanentes,PTC,208600.0,104300.0,10430.0,7.148550724637682,24216.59179395462,847580.7127884116,,True,True,50.71289822099652,2.4072863714470882
1,Céréales,BTH,208299.99999999997,166640.0,20830.0,7.148550724637682,13269.738516733194,464440.84808566177,,True,True,51.03137284441477,2.4800161787941892
1,Céréales,BTH,206900.0,165520.0,20690.0,7.148550724637682,19703.897559919264,689636.4145971743,,True,True,50.75283350062313,2.385569834325646
1,Céréales,BTH,206200.0,164960.0,20620.0,7.148550724637682,19844.765511862923,694566.7929152023,,True,True,50.75266438320908,2.4117907529309424
1,Céréales,BTH,206200.0,164960.0,20620.0,7.148550724637682,25638.13995500941,897334.8984253294,,True,True,50.792042952009695,2.0873153278673717
1,Céréales,BTH,205600.0,164480.0,20560.0,7.148550724637682,8625.561363587683,301894.6477255689,,True,True,50.86159523501225,2.4379968201290905
25,Cultures permanentes,PTC,205600.0,102800.0,10280.0,7.148550724637682,5069.121618317659,177419.2566411181,,True,True,50.94614919759989,2.4476518281813835
25,Cultures permanentes,OIG,204000.0,102000.0,10200.0,7.148550724637682,26847.0995553956,939648.4844388461,,True,True,50.7590930264719,2.650092353689547
1,Céréales,BTH,203800.0,163040.0,20380.0,7.148550724637682,24674.21454140027,863597.5089490095,,True,True,50.74642872138484,2.1825919225251567
1,Céréales,BTH,203299.99999999997,162640.0,20330.0,7.148550724637682,7014.82362691246,245518.8269419361,,True,True,50.983598099452514,2.3271784931247645
1,Céréales,BTH,203100.0,162480.0,20310.0,7.148550724637682,20220.91708959345,707732.0981357708,,True,True,50.931402572521506,2.0914749191616706
1,Céréales,BTH,202300.0,161840.0,20230.0,7.148550724637682,14680.736004384298,513825.7601534504,,True,True,50.93264645835031,2.170558914495914
1,Céréales,BTH,201300.0,161040.0,20130.0,7.148550724637682,11106.710406417431,388734.8642246101,,True,True,51.01776294133243,2.455743446782254
1,Céréales,BTH,201200.0,160960.0,20120.0,7.148550724637682,6437.890630111803,225326.17205391312,,True,True,50.912168471485124,2.2926207510268766
25,Cultures permanentes,NVT,200300.0,100150.0,10015.0,7.148550724637682,21118.633855075666,739152.1849276483,,True,True,50.93338488076611,2.0786981783193768
25,Cultures permanentes,PTC,200300.0,100150.0,10015.0,7.148550724637682,21077.468781178693,737711.4073412543,,True,True,50.96740258393377,2.0850429809180455
1,Céréales,BTH,200100.00000000003,160080.00000000003,20010.000000000004,7.148550724637682,6170.348389102862,215962.19361860017,,True,True,50.96569476679207,2.312562877230506
25,Cultures permanentes,PTC,200000.0,100000.0,10000.0,7.148550724637682,8536.295218825459,298770.33265889104,,True,True,50.85330814638915,2.3854457766517663
2,Oléagineux,MIS,197399.99999999997,157920.0,19740.0,7.148550724637682,8005.796063150742,280202.86221027595,,True,True,50.98512525437628,2.306475068740858
1,Céréales,BTH,196500.0,157200.0,19650.0,7.148550724637682,23610.061193511523,826352.1417729033,,True,True,50.94476815020194,2.0438738899931694
1,Céréales,BTH,196500.0,157200.0,19650.0,7.148550724637682,27080.618468506083,947821.6463977129,,True,True,50.7719644253246,2.0864907908961277
1,Céréales,BTH,196200.0,156960.0,19620.0,7.148550724637682,4339.306969086092,151875.74391801324,,True,True,50.90882542644139,2.328002155930243
25,Cultures permanentes,PTC,194700.0,97350.0,9735.0,7.148550724637682,2544.468142829252,89056.38499902382,,True,True,50.90959053898853,2.3964149505508088
1,Céréales,BTH,194500.0,155600.0,19450.0,7.148550724637682,29681.872301895906,1038865.5305663567,,True,True,50.97662427937804,1.9627746784875093
1,Céréales,BTH,194500.0,155600.0,19450.0,7.148550724637682,29540.302905174725,1033910.6016811153,,True,True,50.709474377830254,2.6144849445173928
9,Fruits,LIF,194300.0,77720.0,15544.0,7.148550724637682,24124.423655462448,844354.8279411857,,True,True,50.96525659871223,2.040218826729807
1,Céréales,BTH,194200.00000000003,155360.00000000003,19420.000000000004,7.148550724637682,13219.690516007458,462689.16806026106,,True,True,50.830765550359,2.276228922810666
1,Céréales,BTH,194100.0,155280.0,19410.0,7.148550724637682,27521.63653853111,963257.2788485889,,True,True,50.97814085173171,1.994597847620317
24,Surfaces non agricoles,BTN,193800.0,116280.0,0.0,7.148550724637682,5223.780212480915,182832.30743683202,,True,False,50.95128248771484,2.4464650477832603
9,Fruits,LIF,193200.0,77280.0,15456.0,7.148550724637682,5492.820106258856,192248.70371905997,,True,True,50.95066783446855,2.4512022627177688
2,Oléagineux,MIS,193100.0,154480.0,19310.0,7.148550724637682,11455.983811457774,400959.4334010221,,True,True,51.01293337718958,2.477071222088394
2,Oléagineux,MIS,193000.0,154400.0,19300.0,7.148550724637682,28044.832697717808,981569.1444201233,,True,True,50.74035893717659,2.643282167291334
1,Céréales,BTH,192600.00000000003,154080.00000000003,19260.000000000004,7.148550724637682,21551.354526511474,754297.4084279016,,True,True,50.90793250415156,2.074559032974729
1,Céréales,BTH,192399.99999999997,153919.99999999997,19239.999999999996,7.148550724637682,16598.9791335623,580964.2696746805,,True,True,50.95093607235399,2.1454397780382077
1,Céréales,BTH,192300.0,153840.0,19230.0,7.148550724637682,28527.1191676243,998449.1708668505,,True,True,50.91292371221803,1.9739276694829366
9,Fruits,LIF,191700.00000000003,76680.00000000001,15336.000000000002,7.148550724637682,4729.131258052259,165519.59403182907,,True,True,50.97227661436476,2.3873597383394896
1,Céréales,BTH,191200.0,152960.0,19120.0,7.148550724637682,19704.4472281147,689655.6529840145,,True,True,50.9707910410979,2.10627037785363
1,Céréales,BTH,190799.99999999997,152639.99999999997,19079.999999999996,7.148550724637682,19501.785339515063,682562.4868830272,,True,True,50.90945282220599,2.103709172162976
25,Cultures permanentes,PTC,190300.0,95150.0,9515.0,7.148550724637682,1385.9107587709645,48506.876556983756,,True,True,50.94135064746454,2.371829975845545
9,Fruits,LIF,190200.0,76080.0,15216.0,7.148550724637682,10866.896315504764,380341.3710426667,,True,True,50.846602752047815,2.2992365943781743
1,Céréales,BTH,190000.0,152000.0,19000.0,7.148550724637682,27560.77388843568,964627.0860952488,,True,True,50.740978972744365,2.633868162088913
25,Cultures permanentes,PTC,189700.0,94850.0,9485.0,7.148550724637682,9219.956821676387,322698.48875867354,,True,True,50.86198377669188,2.455189033870732
25,Cultures permanentes,PTC,189600.0,94800.0,9480.0,7.148550724637682,18614.53862815696,651508.8519854936,,True,True,50.76600234180195,2.4332191731153134
1,Céréales,BTH,189100.0,151280.0,18910.0,7.148550724637682,9366.5712645152,327829.994258032,,True,True,50.94542822518924,2.2485888682828743
25,Cultures permanentes,PTC,188700.0,94350.0,9435.0,7.148550724637682,10979.788248985382,384292.5887144884,,True,True,50.83257931499544,2.354467289037803
3,Protéagineux,ORH,187700.0,150160.0,18770.0,7.148550724637682,7295.1894697875705,255331.63144256498,,True,True,50.97469011041264,2.4562457892256253
24,Surfaces non agricoles,BTN,187600.00000000003,112560.00000000001,0.0,7.148550724637682,15882.940715576942,555902.9250451929,,True,False,50.96665357774767,2.160870958098712
1,Céréales,BTH,187600.00000000003,150080.00000000003,18760.000000000004,7.148550724637682,8536.26830769633,298769.39076937153,,True,True,50.96007903618207,2.492100113992672
5,Sucre,CZH,187500.0,140625.0,15000.0,7.148550724637682,25431.528894166015,890103.5112958105,,True,True,50.9912147075137,2.0301300131910254
2,Oléagineux,MIS,187500.0,150000.0,18750.0,7.148550724637682,14250.068636508568,498752.40227779985,,True,True,50.908796552366184,2.580484008031458
1,Céréales,BTH,186600.0,149280.0,18660.0,7.148550724637682,3058.7499679550656,107056.2488784273,,True,True,50.95533247952141,2.3970159810955463
1,Céréales,BTH,185700.0,148560.0,18570.0,7.148550724637682,11642.99454917402,407504.8092210907,,True,True,50.84958734791559,2.4863132842062408
1,Céréales,BTH,185600.0,148480.0,18560.0,7.148550724637682,27594.390668477306,965803.6733967058,,True,True,50.90051884647021,1.9891715714445637
1,Céréales,BTH,185100.00000000003,148080.00000000003,18510.000000000004,7.148550724637682,26922.851482289887,942299.801880146,,True,True,50.74993298571251,2.6363194703513804
18,Semences,PPH,185100.00000000003,138825.00000000003,14808.000000000002,7.148550724637682,27558.634744717703,964552.2160651196,,True,True,50.685140400191926,2.3193516723549443
1,Céréales,BTH,185100.00000000003,148080.00000000003,18510.000000000004,7.148550724637682,11265.826693692672,394303.9342792435,,True,True,50.9820531160775,2.517989490307999
2,Oléagineux,MIS,185100.00000000003,148080.00000000003,18510.000000000004,7.148550724637682,4163.673666574761,145728.57833011664,,True,True,50.90725260449373,2.332819953669551
25,Cultures permanentes,PTC,184899.99999999997,92449.99999999999,9244.999999999998,7.148550724637682,11876.398930402935,415673.9625641027,,True,True,50.873540074424824,2.2362370907319877
20,Miscanthus/autres énergies,VRG,184100.0,156485.0,0.0,7.148550724637682,22950.032671818,803251.14351363,,True,False,50.79176108269909,2.6228062120732685
1,Céréales,BTH,183900.0,147120.0,18390.0,7.148550724637682,8664.818505148422,303268.64768019476,,True,True,50.952474705194156,2.4984116466082935
25,Cultures permanentes,PTC,183700.0,91850.0,9185.0,7.148550724637682,29080.884310029007,1017830.9508510153,,True,True,50.66847017553825,2.378944197143908
1,Céréales,BTH,183200.0,146560.0,18320.0,7.148550724637682,15441.360718558912,540447.6251495619,,True,True,51.052365812178756,2.484309662611894
1,Céréales,BTH,182600.00000000003,146080.00000000003,18260.000000000004,7.148550724637682,20680.636052696398,723822.2618443739,,True,True,50.744394061238616,2.3611963369944498
1,Céréales,BTH,182399.99999999997,145919.99999999997,18239.999999999996,7.148550724637682,8144.883623833148,285070.9268341602,,True,True,50.98274034695706,2.2993040022373203
9,Fruits,LIF,182399.99999999997,72959.99999999999,14591.999999999998,7.148550724637682,13130.133796630442,459554.6828820655,,True,True,50.81399549311083,2.3450534021231797
25,Cultures permanentes,PTC,182300.0,91150.0,9115.0,7.148550724637682,4671.487452681232,163502.06084384312,,True,True,50.91775434656258,2.4437538593546515
25,Cultures permanentes,PTC,181900.0,90950.0,9095.0,7.148550724637682,8598.721346155695,300955.24711544934,,True,True,50.9562085753661,2.4954648543925937
1,Céréales,BTH,181900.0,145520.0,18190.0,7.148550724637682,15112.449434714455,528935.7302150059,,True,True,50.957995290826226,2.5910765107160314
9,Fruits,LIF,181900.0,72760.0,14552.0,7.148550724637682,20151.855633732073,705314.9471806226,,True,True,50.91338390962875,2.093718364515031
2,Oléagineux,MIS,181500.0,145200.0,18150.0,7.148550724637682,25560.637541125874,894622.3139394056,,True,True,50.7541964184604,2.145459280408558
18,Semences,PPH,181300.0,135975.0,14504.0,7.148550724637682,16979.608914600823,594286.3120110289,,True,True,50.778038596767495,2.356217431730283
1,Céréales,BTH,181100.0,144880.0,18110.0,7.148550724637682,25540.60047971081,893921.0167898784,,True,True,50.74408918686861,2.1664044175137667
2,Oléagineux,MIS,180600.0,144480.0,18060.0,7.148550724637682,27731.624743416403,970606.8660195741,,True,True,50.74097540712288,2.1223932383340123
9,Fruits,LIF,180500.0,72200.0,14440.0,7.148550724637682,12173.354060768095,426067.3921268833,,True,True,51.009459576123405,2.4995900470722505
2,Oléagineux,MIS,180400.0,144320.0,18040.0,7.148550724637682,12704.014071041094,444640.4924864383,,True,True,50.87300017701377,2.5370041734362663
18,Semences,PPH,180400.0,135300.0,14432.0,7.148550724637682,4287.993737800909,150079.78082303182,,True,True,50.96156315927096,2.415164168076731
25,Cultures permanentes,PTC,180400.0,90200.0,9020.0,7.148550724637682,26351.635550415704,922307.2442645496,,True,True,50.95834970774015,2.006578473853856
1,Céréales,BTH,180300.0,144240.0,18030.0,7.148550724637682,8838.800026010884,309358.0009103809,,True,True,51.00173911169341,2.434360080561477
1,Céréales,BTH,179800.0,143840.0,17980.0,7.148550724637682,22836.126940485752,799264.4429170013,,True,True,50.88331322866195,2.0628450313382705
2,Oléagineux,MIS,179700.0,143760.0,17970.0,7.148550724637682,23158.315883264666,810541.0559142634,,True,True,50.735693615174036,2.498701476926593
9,Fruits,LIF,179600.0,71840.0,14368.0,7.148550724637682,4772.981084719418,167054.3379651796,,True,True,50.95241906028097,2.321908345443457
9,Fruits,LIF,179400.0,71760.0,14352.0,7.148550724637682,15572.270410828209,545029.4643789873,,True,True,50.87003025508697,2.1793340913887302
1,Céréales,BTH,179300.0,143440.0,17930.0,7.148550724637682,24813.031395933685,868456.0988576789,,True,True,50.92149402758299,2.026236018732261
9,Fruits,LIF,179000.0,71600.0,14320.0,7.148550724637682,20166.232585361606,705818.1404876562,,True,True,50.96891292059746,2.0988349303896454
9,Fruits,LIF,178900.0,71560.0,14312.0,7.148550724637682,26381.838915311542,923364.362035904,,True,True,50.93985849154078,2.0038464708012866
25,Cultures permanentes,PTC,178299.99999999997,89149.99999999999,8914.999999999998,7.148550724637682,21113.434268035195,738970.1993812318,,True,True,50.975933819505535,2.0875391611016783
24,Surfaces non agricoles,BTN,177900.0,106740.0,0.0,7.148550724637682,6994.579901503132,244810.2965526096,,True,False,50.992841229918426,2.3755476825842994
9,Fruits,LIF,177500.0,71000.0,14200.0,7.148550724637682,28981.78468515043,1014362.463980265,,True,True,50.67115280425071,2.331721100018969
1,Céréales,BTH,176500.0,141200.0,17650.0,7.148550724637682,13984.70236052029,489464.5826182102,,True,True,50.82557406846422,2.491082635703497
2,Oléagineux,MIS,176400.0,141120.0,17640.0,7.148550724637682,27401.8196230958,959063.6868083529,,True,True,50.68746376037982,2.4490553012132903
1,Céréales,BTH,176200.0,140960.0,17620.0,7.148550724637682,14090.69086754229,493174.1803639801,,True,True,50.81239738374962,2.4547925306188567
1,Céréales,BTH,176100.0,140880.0,17610.0,7.148550724637682,27132.938776856125,949652.8571899644,,True,True,50.72224292265934,2.582605542690669
25,Cultures permanentes,PTC,176000.0,88000.0,8800.0,7.148550724637682,27944.25568203423,978048.948871198,,True,True,50.686909502320226,2.480872149521717
1,Céréales,BTH,175300.0,140240.0,17530.0,7.148550724637682,15872.619916055794,555541.6970619528,,True,True,51.05776922191984,2.4811288391090054
2,Oléagineux,MIS,175300.0,140240.0,17530.0,7.148550724637682,28485.07801946237,996977.7306811829,,True,True,50.703241496803734,2.5686419351191567
25,Cultures permanentes,PTC,174700.0,87350.0,8735.0,7.148550724637682,28874.37476674074,1010603.116835926,,True,True,50.764293103371585,2.696648889966487
16,Gel,TRE,174600.0,157140.0,0.0,7.148550724637682,18238.787659450445,638357.5680807655,,True,False,50.782395860139204,2.266679553611611
9,Fruits,LIF,174500.0,69800.0,13960.0,7.148550724637682,21022.38848818154,735783.5970863539,,True,True,50.74120918918541,2.364063997465304
1,Céréales,BTH,174100.0,139280.0,17410.0,7.148550724637682,27995.390582127126,979838.6703744493,,True,True,50.68406518450629,2.4652688436679493
24,Surfaces non agricoles,BTN,174000.0,104400.0,0.0,7.148550724637682,27597.857981579393,965925.0293552787,,True,False,50.707496120313586,2.554055768455879
18,Semences,PPH,174000.0,130500.0,13920.0,7.148550724637682,26973.894166925336,944086.2958423868,,True,True,50.801146688688874,2.705649593194071
1,Céréales,BTH,173900.0,139120.0,17390.0,7.148550724637682,16861.90970106687,590166.8395373404,,True,True,50.77838073767211,2.3757681354283338
25,Cultures permanentes,PTC,173800.0,86900.0,8690.0,7.148550724637682,15614.74781453064,546516.1735085724,,True,True,50.8647739094085,2.5771732964935166
25,Cultures permanentes,PTC,173400.0,86700.0,8670.0,7.148550724637682,11227.484198774511,392961.94695710787,,True,True,50.930681601153786,2.5402007852554696
2,Oléagineux,MIS,173200.0,138560.0,17320.0,7.148550724637682,29298.008023190112,1025430.2808116539,,True,True,50.672771059395465,2.470296014470389
9,Fruits,LIF,173200.0,69280.0,13856.0,7.148550724637682,8248.81570254295,288708.54958900326,,True,True,50.89173664000667,2.2792054548060507
1,Céréales,BTH,173100.0,138480.0,17310.0,7.148550724637682,9478.53712074795,331748.7992261782,,True,True,50.85278791414496,2.322740224739446
18,Semences,PPH,172800.0,129600.0,13824.0,7.148550724637682,17606.952105277924,616243.3236847273,,True,True,50.771656902382325,2.380145945285249
1,Céréales,BTH,172100.0,137680.0,17210.0,7.148550724637682,13923.352984703419,487317.35446461965,,True,True,50.950097885726834,2.1838631841241583
1,Céréales,BTH,172000.0,137600.0,17200.0,7.148550724637682,25594.190448777987,895796.6657072295,,True,True,50.93371188350259,2.014833013725609
1,Céréales,BTH,171700.00000000003,137360.00000000003,17170.000000000004,7.148550724637682,7753.529249133503,271373.5237196726,,True,True,50.86068477384493,2.3679719641666033
9,Fruits,LIF,170799.99999999997,68319.99999999999,13663.999999999998,7.148550724637682,4347.564398923326,152164.7539623164,,True,True,50.91982115525664,2.439889062860724
25,Cultures permanentes,POR,170200.0,85100.0,8510.0,7.148550724637682,7177.187908370992,251201.5767929847,,True,True,50.89508245227857,2.4660988516420064
1,Céréales,BTH,170100.00000000003,136080.00000000003,17010.000000000004,7.148550724637682,18055.88509014807,631955.9781551824,,True,True,50.88583209508698,2.132194658393835
1,Céréales,BTH,169899.99999999997,135919.99999999997,16989.999999999996,7.148550724637682,22470.794728922407,786477.8155122843,,True,True,50.923350259154674,2.0595640034818867
